category_id,polularity,item_num,look_through,collection,add_car,buy
10145,26,18,67,0,0,0
10412,570,1043,4879,99,193,95
10149,3,3,5,0,0,0
10419,2,2,5,0,0,0
10418,22,51,178,5,6,3
9638,330,1453,5413,144,219,99
9630,1,1,1,0,0,0
9323,46,187,538,5,43,4
9632,33,119,276,1,2,0
9633,20,44,124,2,6,2
9326,17,31,108,4,5,2
9327,212,298,726,12,22,9
9636,4,5,10,0,0,0
9637,77,220,565,20,2,2
8941,6,9,29,1,1,0
8940,8,16,30,1,0,0
8943,255,353,1492,29,39,28
8944,7,7,19,0,0,0
8947,2,2,3,0,0,0
5407,156,282,1130,11,1,1
3393,76,46,246,12,6,4
1435,1,1,2,0,0,0
5182,5,8,13,0,2,0
1990,368,612,1881,37,86,26
1993,27,35,93,3,4,2
1620,9,28,71,0,0,1
5186,95,136,824,6,30,18
5187,5,38,78,0,0,0
1625,66,110,271,8,10,2
3200,358,519,2023,54,32,9
5188,1,1,1,0,0,0
1431,29,53,133,1,6,2
7921,3,3,5,0,0,0
5058,39,57,119,6,7,0
5059,8,11,20,0,0,0
2861,25,32,89,2,4,1
2864,3,3,8,1,1,0
558,3,4,8,0,1,0
2866,336,356,1619,33,84,57
2869,27,43,109,4,2,0
551,6,22,67,0,3,4
550,2,2,4,0,0,0
552,3293,14132,54965,1063,1515,471
5408,1,1,1,0,0,0
1199,85,319,920,3,38,14
1198,198,305,1161,16,18,9
3442,2,2,6,1,3,1
3342,5,6,12,1,1,0
3343,104,146,454,7,10,2
1193,57,56,168,4,5,0
3341,107,143,518,9,33,27
5454,764,1357,5361,215,335,125
1194,13,22,69,2,2,2
8559,6,6,12,0,0,0
5457,13,40,84,0,0,0
10362,3,3,5,0,0,0
4259,5,17,60,1,3,0
4251,52,111,464,12,3,6
4250,339,1596,4708,108,318,78
13943,24,125,330,1,5,3
4255,4,4,10,0,0,0
4254,1103,2372,6759,156,160,15
13946,7,14,37,2,0,2
4256,34,66,178,5,13,5
5533,766,1930,7015,80,202,142
5530,2,2,4,0,0,0
5537,5,5,7,0,0,0
5536,1,1,1,0,0,0
5535,2,10,22,0,0,0
5534,5,9,22,0,1,0
5539,6,6,17,0,3,1
5538,85,108,311,8,28,12
4260,3,3,7,0,0,0
6573,24,35,55,1,0,0
6571,67,102,386,14,52,14
6576,1434,2686,12222,233,446,221
6574,20,24,53,2,0,0
6575,485,701,2716,52,142,51
6578,2,2,5,0,1,1
6579,27,83,162,3,10,5
7694,87,134,418,14,25,12
13979,11,37,78,0,1,0
7696,19,17,40,0,2,0
7697,34,48,121,4,7,2
7690,123,156,566,10,20,10
7691,94,717,1654,133,145,44
1341,1,1,2,1,0,0
452,1,2,6,0,0,0
6227,1,1,2,0,0,0
3834,1,1,4,0,0,0
3836,3,6,14,0,3,0
3837,16,30,76,0,1,0
3830,8,11,15,0,0,0
3831,1,5,10,0,0,0
3832,5,9,24,0,0,0
3833,422,1238,3312,119,132,34
454,18,27,78,0,6,2
12214,2,2,2,0,0,0
3838,72,62,145,4,33,13
3839,4,26,84,0,0,1
456,2,2,6,0,1,0
457,4,2,9,0,0,0
12219,102,190,710,11,50,37
5106,3,3,4,0,0,0
11102,7,8,21,0,1,0
3206,4,8,20,0,1,1
7522,29,99,307,3,22,5
6657,209,269,922,26,72,20
7521,6,6,16,0,1,0
7524,7,12,18,0,0,0
7525,5,5,10,0,1,0
371,75,96,258,3,3,2
372,3,7,16,0,0,0
374,21,24,49,1,0,0
377,3,7,19,0,0,0
6654,7,23,92,4,14,4
6143,42,69,223,2,2,0
6142,74,95,342,4,9,7
12710,35,76,303,1,12,2
12711,106,275,694,12,20,2
12716,8,15,37,3,0,0
6146,27,26,134,2,3,5
12715,13,18,43,1,1,0
12718,108,241,914,7,18,1
8110,1,1,4,0,0,0
10970,1,1,1,0,0,0
10971,1,4,10,0,0,2
10973,112,489,1950,32,77,19
2195,2,2,2,0,0,0
10975,353,732,2436,53,92,25
10976,40,96,216,1,16,8
10979,78,371,1149,37,103,46
6920,13,12,40,2,1,0
6923,2,5,14,2,2,0
6922,22,42,135,13,5,1
2274,21,51,150,0,3,1
2277,3,3,8,0,1,1
2271,98,141,718,14,30,24
2279,9,22,52,3,1,3
2278,28,44,74,0,3,4
11595,136,485,1319,9,37,14
11597,24,42,124,2,10,8
11596,8,11,34,2,6,2
11593,2,2,4,0,1,0
11599,153,224,839,17,36,15
11598,8,10,24,1,0,0
2051,26,16,56,1,3,1
2050,152,248,681,11,19,2
2053,27,48,138,4,3,1
2052,37,70,173,3,8,6
2055,3,6,30,0,1,0
2054,138,136,745,8,33,32
2057,11,32,74,0,0,0
2056,1,1,2,0,0,0
2059,3,11,18,0,0,0
4535,7,11,41,1,1,4
13447,48,26,156,1,4,1
4537,440,1543,5324,78,52,4
13441,16,24,68,1,5,3
13440,79,67,219,5,18,5
4820,11,21,49,0,2,0
4533,156,711,1781,46,29,6
11623,3099,10713,44494,917,1200,568
10629,421,497,2830,99,76,4
9401,252,1566,5507,115,123,16
11620,5,6,10,0,1,0
7984,5,8,14,0,1,0
7985,186,571,2269,36,78,32
11625,274,302,1192,54,86,24
11624,15,30,107,6,6,5
10620,76,122,416,4,20,14
10621,1,4,4,0,0,0
10622,3,4,5,0,0,0
11628,7,8,34,1,0,0
10624,36,61,140,1,0,0
10625,1,1,2,0,0,0
11977,1,1,1,1,0,0
11976,29,40,109,1,2,1
11974,81,98,287,4,37,11
13199,24,95,206,0,4,0
13198,13,23,70,1,10,1
13193,3,6,10,0,0,0
13190,3,3,7,0,0,0
13195,18,50,101,0,6,4
4559,39,100,316,2,3,1
13426,4,5,6,1,0,0
4554,28,75,189,3,5,1
7325,25,102,248,8,7,2
7326,1,1,1,0,0,0
7327,3,4,8,0,1,0
7320,2,2,4,0,0,0
7321,1,1,1,0,0,0
7322,238,1377,4596,76,103,21
10085,90,631,1424,7,38,6
10080,31,30,103,3,8,2
7329,127,129,456,13,12,6
10082,18,27,72,3,1,1
10083,10,32,79,3,8,2
808,21,143,431,21,38,10
4550,1,1,4,0,0,0
13420,1,1,2,0,0,0
12955,3,4,11,0,0,0
12957,5,17,39,1,3,1
8853,43,81,171,1,5,6
801,4,4,11,0,1,0
5890,1,1,2,0,0,0
7069,3,2,7,1,0,0
5891,2,2,5,1,3,0
7067,1,1,2,0,0,0
7066,9,13,27,1,1,0
7065,6,5,14,0,0,0
7064,45,118,502,8,7,1
7062,3,10,19,0,0,0
7061,187,318,1488,33,78,22
805,176,162,939,13,34,21
804,3,27,96,0,4,1
6961,2,7,34,1,1,1
12483,19,30,110,3,6,4
12480,42,129,343,3,6,2
12486,8,27,90,0,1,1
6964,209,370,1053,31,50,15
8159,237,307,1572,17,62,26
8624,36,93,390,0,11,4
6968,9,9,26,1,3,2
12488,2262,6231,26355,424,501,100
8627,51,144,390,3,3,5
8152,27,49,115,0,0,0
8621,2,2,3,0,0,0
11230,1,1,1,0,0,0
11231,8,8,19,1,1,1
3784,7,5,15,2,1,0
9989,38,107,269,9,10,5
9986,6,12,27,3,0,0
9987,2,3,4,0,0,0
9984,3,6,10,0,1,0
9982,11,30,94,5,6,6
9983,69,60,273,0,3,5
9980,7,8,19,0,0,2
9981,1,1,1,0,0,0
11024,3,4,7,0,2,0
11026,2,3,8,0,1,1
11021,58,97,257,2,52,14
11020,7,9,19,0,0,0
11029,15,17,31,0,4,1
11028,8,28,67,5,2,1
414,76,89,287,7,16,5
416,35,152,443,5,16,7
417,87,119,500,29,9,4
410,270,405,1149,24,38,15
413,19,24,47,1,1,2
1384,1,1,2,0,0,0
1385,871,1913,9661,259,239,40
1387,4,1,9,0,0,0
418,52,135,639,14,12,6
1381,3,4,12,0,0,0
1382,6,5,22,2,6,2
1383,7,15,47,0,1,0
11369,2,2,3,0,0,0
11366,6,10,18,0,0,0
11364,60,115,242,7,4,0
11365,122,160,433,9,20,7
11360,23,96,342,3,25,2
5274,5,9,33,0,0,0
1777,9,16,36,0,2,0
5271,2441,15447,65834,1369,2106,346
1778,2,2,4,0,0,1
6688,7,7,19,1,2,0
6689,692,1383,4416,84,108,44
6680,49,54,299,7,16,8
6682,17,29,48,0,2,0
6684,2,1,3,0,0,0
6685,6,9,18,1,0,0
6686,105,76,401,7,8,5
6687,11,11,27,0,2,0
2428,2,2,4,0,0,0
2429,3,4,11,0,1,0
2420,152,335,1087,8,37,9
2421,1,1,2,0,0,0
2423,10,10,20,0,3,1
2424,1,2,6,0,0,0
2425,197,220,944,15,47,29
2427,44,122,383,0,21,2
7849,21,73,282,16,4,3
7848,1,1,1,0,0,0
7845,2,3,3,0,0,0
7844,42,60,158,2,11,4
7841,110,177,549,23,19,3
7843,34,69,216,8,19,9
12107,61,33,206,5,3,4
6357,9,17,39,0,0,0
12105,49,45,133,2,0,0
12104,10,12,27,1,0,0
12103,157,110,668,9,14,5
12102,7,7,14,0,0,0
12100,234,471,2479,53,77,26
12108,4,4,12,1,0,0
3461,6,6,11,1,0,0
9340,25,31,95,0,0,1
9341,5,5,11,0,0,0
9614,1879,5421,23188,248,587,305
9343,87,255,582,46,39,18
9344,4,5,10,0,0,0
9345,1,1,2,0,0,0
9610,114,306,938,25,23,6
9611,73,308,839,7,4,2
9348,2,3,8,1,0,1
9349,22,71,201,2,12,3
10164,11,14,32,0,2,0
10162,48,133,335,1,7,1
10161,100,70,344,2,18,6
10160,2,4,10,0,0,0
6077,44,47,174,4,7,4
1816,4,6,17,1,1,0
1817,5,9,19,0,0,0
1810,458,936,4257,103,132,46
1811,34,37,92,2,6,0
1818,7,7,15,0,0,0
1819,10,23,59,1,0,0
6074,1,1,4,0,0,0
12081,16,16,31,1,0,1
14080,26,31,74,4,0,0
2164,4,5,11,1,1,1
1609,1,2,2,0,0,0
3228,85,102,290,2,21,9
1978,10,13,30,0,0,0
1601,123,262,901,9,20,3
1600,3,3,7,0,1,0
1975,7,8,13,0,0,0
1602,25,38,88,2,1,0
3221,10,26,111,0,11,5
1604,117,332,1090,26,108,28
1971,34,112,264,1,1,0
1606,182,231,673,10,31,23
13711,2,2,4,0,0,0
13274,5,7,17,1,0,0
13275,1,1,2,0,0,0
2163,58,116,268,0,6,7
13270,6,11,22,0,0,0
13271,10,14,44,1,0,2
6078,68,114,251,4,1,0
13278,2,2,3,0,0,0
13279,11,17,30,1,2,0
2848,51,55,143,5,10,3
2849,6,7,14,1,0,0
2846,2,2,6,0,1,0
4004,53,79,198,4,4,4
2843,8,9,19,3,2,1
5476,6,22,73,0,1,2
3321,371,938,4476,52,177,72
3322,64,101,287,4,19,7
5475,47,154,462,15,37,11
3324,151,302,979,18,134,55
3325,74,177,540,10,6,1
5470,9,10,42,1,0,0
5471,5,5,9,0,0,0
3328,117,102,394,8,8,0
13716,1,1,1,0,0,0
10572,2,2,4,0,0,0
5478,24,44,148,7,17,4
5479,1,1,1,0,0,0
321,1,1,1,0,0,0
9891,2,2,5,0,0,0
7341,2,2,3,0,0,0
9893,149,340,1132,19,31,17
1553,1,1,2,0,0,0
5519,1,1,1,0,0,0
1552,2,2,4,0,0,0
5511,5,16,44,0,1,2
5513,942,2489,6936,219,235,55
5515,170,163,623,26,40,9
5514,69,423,1099,17,13,7
5517,5,14,44,0,0,1
5516,28,83,192,0,1,0
537,4,4,5,0,0,0
536,44,57,142,3,2,0
535,47,151,571,16,19,5
534,1,1,2,0,0,0
533,8,10,22,1,0,0
531,20,15,57,1,0,0
3035,3,7,11,1,0,0
539,19,33,100,3,5,1
538,1,1,2,0,0,0
3037,10,3,19,0,0,0
1908,12,11,33,0,8,2
3030,12,20,42,1,0,0
5138,2,3,8,0,0,0
3294,4,4,5,0,0,0
10027,1,3,5,0,0,0
11105,38,48,104,0,3,0
5135,53,111,382,7,8,2
6518,237,222,1131,12,42,24
1905,3,4,9,1,0,0
6510,2,2,7,1,0,0
6511,16,44,103,3,4,1
6512,1755,8880,33386,761,1022,277
6513,5139,61970,259834,5932,6220,1015
6516,272,368,1520,32,37,27
3292,7,7,13,0,0,0
1901,21,24,59,1,2,0
3812,1,1,1,0,0,0
3813,30,29,76,0,3,0
3810,1,1,2,0,0,0
3811,3,3,6,0,0,0
3816,5,5,30,0,0,6
3817,90,109,311,5,17,5
3814,101,84,343,9,16,7
3815,8,16,20,1,0,2
3818,2,2,4,0,0,0
8457,8,8,17,0,0,0
8455,1,5,11,0,0,0
8453,1,1,3,0,0,0
8452,14,27,74,1,1,1
8451,38,127,399,7,7,4
8450,1,1,1,0,0,0
7548,39,85,236,2,3,0
7549,1491,3366,15628,389,834,327
7540,1,1,3,0,0,0
7541,3,3,6,0,0,0
7543,29,27,83,2,1,1
7545,4,4,6,1,0,0
12738,44,46,152,1,3,4
6168,204,199,1119,28,22,11
6161,23,54,177,0,12,3
12731,16,27,78,1,6,2
12732,34,45,113,5,3,0
12733,6,5,13,0,2,0
6165,21,77,148,0,0,0
12735,69,84,198,9,22,6
6167,2,5,11,0,0,0
12737,2,2,6,0,1,0
10998,4,4,7,0,0,0
10999,2,4,11,0,0,0
10996,2,2,5,0,0,0
10997,1,2,7,0,0,1
10992,1,1,10,0,1,1
10990,10,11,23,1,1,1
10991,10,16,27,0,2,0
5200,2,3,3,0,0,0
1970,65,300,604,2,0,1
2213,63,158,562,13,27,11
2211,109,68,347,8,4,1
2216,22,39,94,3,0,0
2214,2,2,5,0,0,0
13668,7,7,16,0,1,0
2218,49,126,271,1,13,1
8529,1,1,2,0,0,0
12588,3,5,11,0,0,0
6133,39,125,397,18,11,1
6130,48,56,188,6,1,2
12767,10,14,31,2,1,0
8523,3,4,6,0,0,0
6134,18,38,161,4,3,0
8522,2,2,3,0,0,0
12853,8,17,54,0,6,0
12852,3,3,13,1,0,1
13463,26,30,55,0,2,0
13462,26,23,67,1,6,2
4510,127,200,638,6,31,7
13460,138,270,923,13,11,0
13465,11,12,25,1,0,0
4515,42,30,131,2,4,3
9428,6,7,11,0,0,0
12857,7,10,27,0,1,0
11641,39,109,319,3,13,7
9420,18,53,126,6,0,0
11643,103,122,508,4,6,6
12856,29,193,421,14,11,1
11645,38,60,171,5,6,5
11644,101,113,399,6,28,5
11647,17,28,59,0,2,1
9426,16,32,63,0,1,0
5288,6,7,13,0,0,0
5281,14,127,286,18,4,2
5280,8,19,58,3,1,0
5283,19,66,144,12,3,0
5285,5,4,10,1,1,0
5284,2,2,18,0,1,0
5287,7,15,40,0,1,1
5286,3,4,15,0,1,0
9256,9,11,32,1,0,0
7001,18,38,83,0,1,2
9024,35,115,491,8,4,2
6406,4,4,7,0,0,0
10240,67,201,471,11,12,8
7301,67,42,239,0,2,6
9289,7,10,17,0,0,0
7307,11,11,29,1,1,1
7305,38,132,435,17,16,4
7005,11,30,71,1,5,7
7308,86,61,290,3,9,4
9286,9,9,17,0,0,0
9280,321,427,1940,30,75,46
9282,16,19,38,2,1,0
11913,1,1,1,0,0,0
11915,4,3,8,0,0,0
11914,609,1154,4661,80,218,79
11917,326,977,4251,48,66,15
11916,27,59,153,11,4,1
11918,17,22,69,1,1,2
10245,42,60,172,2,5,2
12932,1,2,19,0,0,1
12930,76,122,295,3,11,0
12936,26,60,159,2,4,2
12934,30,40,141,0,0,4
12935,1,1,2,0,0,0
12938,5,6,17,0,0,0
10206,41,67,151,5,9,5
7046,4,6,10,0,1,1
7040,54,161,485,2,46,23
10201,7,15,40,1,1,0
7049,35,86,171,2,4,2
7048,1,2,4,0,0,0
10209,156,121,782,16,15,6
4723,3,3,5,0,0,0
8608,53,57,142,2,3,1
8609,142,158,802,11,14,8
6989,314,174,1353,7,0,3
8602,7,10,23,0,4,0
6986,524,583,3164,41,51,30
6985,107,159,560,10,20,6
8601,14,27,73,2,1,0
8606,38,51,127,4,8,7
6982,22,54,126,4,0,0
6981,1,2,2,0,0,0
8605,175,446,1867,31,37,0
2989,41,43,164,4,7,0
2988,26,98,264,0,5,0
9039,1,1,3,0,0,0
2982,1,1,3,0,0,0
2981,4,4,5,0,0,0
2986,16,35,97,1,4,2
2984,29,34,81,0,5,6
1019,3,13,31,7,2,0
1014,20,38,111,2,13,2
1016,8,16,40,0,3,1
1010,82,100,302,4,36,10
1013,13,23,66,0,3,7
4359,16,35,78,0,0,2
4354,22,33,69,0,10,3
4356,18,90,312,1,8,3
4350,18,34,103,1,3,4
4351,4,14,29,0,0,0
4353,1,1,4,0,0,0
11003,2,9,27,0,3,1
11002,21,18,64,1,4,0
11001,3,3,9,0,0,0
11000,11,50,126,1,0,0
11007,1,3,6,0,2,0
11006,5,7,18,0,0,2
11005,1,1,3,0,0,0
11009,31,38,113,0,6,6
11008,4,4,10,0,0,0
438,572,1015,3761,54,186,105
439,1,3,12,3,0,0
436,1117,3419,11352,280,445,100
437,2121,5952,20268,556,483,92
434,87,388,1030,4,6,2
435,25,60,166,2,1,2
432,219,408,1736,46,91,20
433,4,4,11,0,1,0
11344,1,1,3,0,1,0
11345,33,46,90,2,5,3
11346,28,43,93,1,5,1
11340,185,365,915,13,19,4
11341,6,10,29,0,0,1
11343,52,109,287,1,15,3
1436,12,18,39,2,2,0
5708,1,2,3,0,0,0
5704,60,111,313,5,4,11
5705,11,21,39,0,0,1
5706,98,196,856,6,35,19
5700,11,21,44,1,0,0
5701,238,290,1630,41,54,24
5703,4,5,8,0,0,0
6426,3,3,6,0,0,0
4299,1,1,3,0,1,1
12450,36,119,389,16,38,5
6423,66,169,480,5,30,13
4295,197,337,1366,22,33,5
4294,16,4,37,0,0,0
13987,9,9,18,0,2,1
6428,3,5,12,0,0,0
6429,78,38,244,1,3,3
13982,3,4,7,0,1,0
12697,1,1,4,0,0,0
10024,3,3,4,0,0,0
12695,8,7,20,2,0,0
12694,3,4,14,0,0,2
12693,230,275,1036,28,79,35
12690,95,165,456,15,16,6
12698,8,33,80,1,2,0
10835,4,10,20,2,0,0
10834,2,5,17,0,3,0
10837,2,3,5,0,0,0
10836,51,183,476,1,11,2
10830,13,24,52,1,3,2
10833,1,2,3,0,0,0
10832,107,248,714,23,77,17
10839,132,114,752,14,15,5
5354,313,240,1439,45,32,16
7823,2,2,4,0,1,0
7822,31,57,247,2,8,10
7821,6,7,24,0,0,2
7820,5,5,10,0,0,0
7827,3,10,21,0,0,0
7826,11,29,86,2,2,2
7825,5,17,37,1,0,0
7824,16,93,215,5,6,1
5351,353,740,2279,23,62,26
9369,6,10,16,0,0,0
9366,60,89,144,3,0,0
9367,3,7,26,2,0,1
9362,20,90,310,4,10,0
9363,1352,2318,16078,222,258,40
9360,4,2,12,0,0,0
9361,12,33,71,2,2,0
8985,15,41,120,0,8,2
8984,2,11,27,1,2,2
8987,4,4,4,0,0,0
8986,771,3271,11920,205,435,101
8980,3,3,4,0,0,0
8983,30,133,404,43,0,4
8982,19,22,44,1,2,0
8989,4,5,9,0,0,0
8988,8,16,53,0,9,3
1832,11,11,22,1,0,0
3798,2191,7240,24275,403,787,370
1834,53,94,349,6,7,3
1835,72,225,656,4,20,1
3795,102,250,769,5,4,1
3794,1,1,3,0,0,0
1838,3111,8270,49567,872,1661,889
3796,1,2,4,0,0,0
3791,3,4,5,0,0,0
3790,1,3,7,0,0,0
3793,451,695,2587,59,130,104
3792,25,5,47,2,0,0
2154,13,15,40,2,0,0
4980,22,25,52,2,0,0
2156,39,54,139,2,7,0
2157,13,27,61,2,0,0
4985,10,15,32,3,5,4
4984,254,243,1589,32,21,1
2400,1,1,2,0,0,0
2153,818,1616,6635,128,331,193
4989,2,2,5,1,0,0
2158,286,601,1918,33,46,25
2159,9,36,124,1,3,2
9268,4,12,23,0,1,1
1955,13,18,33,0,0,0
1954,256,345,1017,9,36,14
1956,265,273,1257,24,55,20
1950,1,1,1,0,0,0
1953,14,16,73,2,3,2
14069,1,1,2,0,0,0
14066,56,90,236,11,4,1
14064,79,134,506,9,14,9
14065,3,2,6,0,0,0
1959,15,36,86,1,0,0
1958,49,117,313,4,29,9
14061,240,416,2097,29,64,39
3249,39,150,419,1,14,6
3242,17,17,40,2,11,2
3241,21,32,59,5,1,3
3246,1,1,1,0,0,0
3245,132,210,753,14,20,6
3244,7,11,20,0,1,0
13258,8,17,39,0,0,0
13259,1,2,2,0,0,0
13254,26,57,118,3,13,0
13255,4,16,39,0,3,0
13257,5,7,16,0,2,0
13250,1,1,2,0,0,0
13251,2,2,5,0,0,1
1483,836,811,7589,68,153,44
1482,1,1,1,0,0,0
1480,5,8,29,0,0,0
1486,299,339,1492,46,49,22
1485,92,75,446,8,5,1
3309,1,1,4,0,0,0
5494,295,571,1945,59,59,23
5495,16,27,84,1,0,2
1489,26,23,61,0,1,2
1488,1816,5301,21683,388,388,74
5491,61,179,411,3,3,0
5492,310,504,2411,6,32,29
6313,2,2,5,1,0,0
13498,26,46,105,0,5,1
4060,3,1,12,0,0,0
12145,6,3,19,0,0,0
13482,1,1,2,0,0,0
13492,46,130,375,7,2,1
13679,3,3,8,0,1,0
1276,5,15,36,0,0,0
10618,26,50,141,3,10,0
1277,3,8,13,0,0,0
13490,3,7,10,0,0,0
6319,1,2,6,0,0,0
13496,22,41,96,0,5,1
2065,3,5,7,0,1,0
519,87,247,718,7,14,6
13672,62,124,324,6,23,5
13673,2,2,6,0,0,0
513,14,34,83,2,0,0
512,297,425,1552,61,109,27
515,108,283,824,14,27,6
514,17,33,79,2,0,0
516,9,10,59,2,2,2
623,40,44,160,7,15,3
622,2,2,2,0,0,0
620,59,95,250,8,12,0
627,11,3,18,1,0,0
626,18,7,69,2,1,3
625,6,10,26,0,0,0
1220,3,3,5,0,0,0
629,17,64,147,4,6,0
1229,5,10,19,0,1,0
13677,5,5,19,0,0,0
8291,2389,8375,34926,575,1486,564
8290,4,4,15,0,2,0
6534,10,19,61,0,2,2
8292,1,1,0,0,1,1
8295,8,10,24,2,0,0
8294,2,4,4,0,0,0
8297,8,1,17,1,0,0
6531,347,495,2443,41,96,73
8299,1,1,1,0,0,0
8298,4,6,12,0,1,3
6539,3,3,5,0,2,1
8793,84,91,408,6,2,11
3879,424,884,3468,58,149,69
3871,8,10,17,2,0,0
3872,38,20,135,4,1,7
3876,66,74,210,7,31,12
3877,100,228,834,8,20,12
8479,116,184,953,8,11,5
8475,14,48,153,6,0,0
8474,7,29,55,1,0,0
8477,8,9,21,0,0,0
8476,40,72,214,1,2,2
8471,7,20,48,0,2,2
8472,13,21,46,2,0,0
7566,23,48,108,6,3,1
7563,1,2,4,2,0,0
7560,3,3,4,0,0,0
10438,2,2,2,0,1,0
9650,71,143,414,11,15,2
7568,5,26,45,0,0,0
9657,16,22,43,0,0,0
10431,1741,11299,38828,364,1412,649
9305,1,1,1,0,0,0
13896,17,23,76,0,5,2
4165,22,30,86,2,8,0
4164,73,80,252,3,8,1
13892,129,300,822,11,102,51
4162,74,86,232,3,2,0
4161,6,32,95,0,12,7
4160,50,77,138,2,0,0
4169,1,1,3,0,0,0
9301,1,1,1,0,0,0
4706,190,264,883,14,21,1
2239,4,1,9,0,0,0
2238,7,37,130,0,18,6
2231,1,1,0,0,0,1
2230,12,31,69,1,6,0
2233,1,1,2,0,0,0
2232,15,17,74,0,3,0
2235,3,4,14,0,2,0
2236,103,155,541,4,18,17
5937,28,54,181,1,12,2
5936,5,10,27,1,1,0
5933,1,1,2,0,0,0
5932,227,616,1452,10,17,6
5931,12,45,108,7,0,0
5930,192,388,1102,28,59,18
5939,1,1,2,0,0,0
5938,11,29,72,2,0,0
13519,3,5,8,0,0,0
3496,11,16,30,0,2,0
2184,69,325,728,0,0,0
3490,3,2,5,1,0,0
2095,1,5,9,1,0,0
2094,1,2,6,0,3,0
2097,41,58,124,3,4,2
4573,139,199,999,11,44,20
2091,10,23,51,0,7,3
13404,251,240,1636,40,76,38
4576,70,66,216,6,7,0
2092,33,119,326,7,10,11
4578,20,42,82,0,2,0
4579,32,102,265,2,3,2
4604,8,10,18,0,0,0
11667,2,29,31,0,0,0
11666,1,2,2,0,0,0
11664,63,199,620,10,14,4
11663,113,180,826,18,18,11
13513,7,11,23,1,1,2
11669,1,1,1,0,0,0
13511,8,11,22,0,1,0
4700,197,390,1731,24,41,12
9017,520,1319,4278,53,217,76
5749,1765,4863,17364,395,284,28
7368,12,73,176,0,0,0
7369,1,2,6,0,0,0
7360,8,10,17,1,0,0
7361,17,38,136,2,6,2
7362,28,47,133,4,1,1
7363,11,26,78,4,0,0
7365,68,194,512,6,14,0
7366,4,5,12,1,0,0
7367,13,51,177,2,0,1
12316,160,478,1749,20,42,5
12317,157,240,933,12,26,13
3,1,1,1,0,0,0
12315,4,5,5,0,0,0
12310,6,14,65,2,2,4
12311,509,880,5997,73,140,37
11936,7,11,28,0,0,0
11935,13,2,40,0,0,1
11934,21,57,205,2,6,6
11933,31,42,107,2,8,2
11932,21,42,165,0,4,0
12318,58,171,492,7,8,4
12319,98,160,644,3,7,1
12919,540,738,5509,51,91,26
12910,16,35,98,12,7,4
12911,5,10,19,0,2,0
12912,8,14,27,0,0,0
12913,126,387,1422,19,28,24
12914,4,12,20,0,0,0
12915,10,5,19,0,0,0
12917,56,112,344,4,6,0
7023,208,463,1161,22,95,36
7022,10,17,37,0,2,0
7021,423,544,2018,28,187,91
9004,26,119,417,8,14,0
9003,49,93,259,4,5,1
9001,779,1202,5060,98,222,99
7024,2,2,5,0,0,0
10225,7,8,11,0,0,1
10226,4,13,74,6,0,0
10227,23,31,93,3,1,0
10220,5,8,19,1,4,2
9009,12,32,84,9,1,3
10223,2077,7550,24948,481,708,250
7596,4,6,17,0,1,1
9836,49,334,1110,1,7,0
7799,13,21,52,1,0,0
9834,1,1,1,0,0,0
7791,372,806,3223,56,151,56
7790,13,12,32,0,6,5
7793,12,13,28,0,0,0
7590,654,999,5021,78,241,181
7796,2,3,3,0,0,0
1038,3,3,6,0,0,0
1039,114,185,565,11,45,16
1032,287,755,2524,36,144,85
1033,24,67,197,4,9,4
1031,2,4,6,0,0,0
1036,1,1,2,0,0,0
1037,20,24,71,0,3,1
1034,19,20,47,1,5,2
1035,9,27,56,2,0,0
4378,6,7,18,2,1,0
4379,9,14,34,3,0,0
4372,165,233,798,21,32,7
4373,39,54,131,10,14,3
4370,4365,29909,112794,2365,3386,679
4371,342,706,2091,30,72,27
4376,3,4,12,2,0,0
4374,14,27,66,1,5,1
11068,98,140,339,8,17,6
11061,1,6,16,0,0,0
11060,41,186,575,11,9,2
11063,9,16,59,3,4,1
11062,168,728,2134,55,102,31
11065,3,10,15,0,1,1
11067,1,1,1,0,0,0
8661,72,140,563,2,16,2
8662,519,1216,3507,27,146,74
8664,792,1097,5972,125,160,42
8665,547,1606,5297,152,209,52
8666,208,346,1245,26,71,32
4080,5,7,13,0,0,0
4082,18,37,66,2,4,0
4083,53,72,214,1,3,2
13795,8,21,41,0,3,0
13794,16,20,57,1,8,3
13797,30,70,180,3,3,1
4087,34,36,95,3,9,1
13799,21,26,58,3,4,3
13798,99,383,1037,31,20,11
11322,52,89,227,6,6,2
11320,13,44,65,0,9,5
11321,36,46,181,3,10,3
11326,1,1,2,0,0,0
11327,364,643,2143,31,78,23
11324,199,281,1105,24,87,38
11325,10,18,36,0,0,0
11328,4,7,17,0,3,2
11329,3,6,15,0,0,0
5728,37,106,259,0,1,1
5729,96,136,480,14,24,10
5721,67,65,161,3,6,6
5726,11,36,101,0,7,4
5727,320,1371,4673,139,80,19
5724,3,8,12,0,0,1
5725,10,11,23,1,0,0
11498,42,136,339,1,19,9
11499,242,219,1340,16,38,20
11491,3,6,13,0,1,1
11492,229,700,3015,70,156,45
11493,175,374,1452,20,35,12
11494,9,14,51,0,0,0
11495,9,13,21,0,0,0
11496,4,9,17,1,0,0
11497,537,701,3643,46,250,164
8084,52,126,312,17,7,2
8086,1,1,2,0,0,0
8080,1,1,4,0,0,0
8083,89,204,741,8,39,20
