user_id,activeness,look_through,collection,add_car,buy
2411,6398552,573,1749,70,78,31
2412,104383253,573,1601,65,8,1
2413,85758206,572,1118,0,28,9
2414,112799347,572,1587,282,21,12
2415,13853005,572,1150,34,8,37
2416,46089966,572,1419,4,9,10
2417,57081999,572,1289,26,37,32
2418,26953831,572,1205,0,27,10
2419,104361779,572,1600,42,25,14
2420,108500427,571,1300,1,23,17
2421,95487789,571,1194,3,9,8
2422,68807063,571,1671,63,13,16
2423,47156937,571,1772,73,175,43
2424,115971384,571,1565,0,72,10
2425,42190607,570,1687,0,83,35
2426,14753857,570,1751,17,77,20
2427,1678275,570,1334,0,9,14
2428,119702401,570,1098,3,68,16
2429,67409406,570,1745,56,1,11
2430,117714678,570,1066,6,13,12
2431,113877580,569,1202,0,15,5
2432,91617266,569,1458,99,0,0
2433,35661127,568,1351,0,43,13
2434,6696585,568,1163,11,53,23
2435,27169933,568,1349,0,5,5
2436,93945234,568,1192,2,45,13
2437,68985908,568,1182,1,16,6
2438,51974486,568,1295,14,4,3
2439,83987722,568,1290,0,15,0
2440,100322225,568,1337,72,58,5
2441,42085442,568,1277,3,4,6
2442,75578463,567,1179,52,39,24
2443,43543446,567,1280,10,48,18
2444,94195097,567,1168,73,28,20
2445,124176738,567,1928,29,72,21
2446,141937697,567,1313,0,24,10
2447,43725519,566,1366,215,71,9
2448,86927679,566,1493,0,114,21
2449,12161548,566,1517,5,51,21
2450,67041167,566,1481,1,20,11
2451,97397604,566,1413,13,37,15
2452,77646698,566,1623,15,130,71
2453,106212242,566,1482,126,27,3
2454,72569694,566,1265,0,32,36
2455,47697403,565,1173,6,25,31
2456,69897311,565,1439,64,18,8
2457,122714235,565,1276,3,18,16
2458,69857444,565,1560,1,18,7
2459,137418369,564,1253,4,112,19
2460,90779806,564,1452,49,0,6
2461,52235304,564,1233,2,30,13
2462,113750678,564,1641,2,44,21
2463,129538757,564,1289,0,21,21
2464,47035700,563,1443,28,4,13
2465,43349169,563,2100,200,44,12
2466,121310717,563,1364,11,8,7
2467,3727568,563,1563,12,3,16
2468,51544071,563,1289,3,13,12
2469,125830256,563,1471,0,28,2
2470,115332996,562,1637,83,60,26
2471,44449753,562,1237,39,3,5
2472,54596791,562,1440,1,137,32
2473,124624696,562,1619,32,6,17
2474,90854936,562,1443,95,2,21
2475,133338433,561,1415,17,36,52
2476,4035167,561,1618,82,32,36
2477,120659682,561,1527,32,39,12
2478,116106398,561,1676,47,117,25
2479,20012745,560,1544,1,84,21
2480,17718430,560,1818,347,18,28
2481,54593433,560,1412,0,31,8
2482,55554272,560,1042,30,0,10
2483,92342149,560,1507,3,24,6
2484,91497151,560,1572,55,61,28
2485,87424960,560,1241,0,68,12
2486,62165273,560,1368,0,7,2
2487,120731896,560,1348,19,77,9
2488,139659471,560,1403,18,73,59
2489,132523344,560,1624,1,12,5
2490,130566743,559,1377,39,1,5
2491,88148961,559,1643,52,38,10
2492,73197333,559,1441,0,22,11
2493,49133248,559,1071,0,41,7
2494,42263738,559,1453,26,0,1
2495,32056631,559,1403,12,9,15
2496,6252398,559,1360,2,96,27
2497,91542984,559,1764,7,205,27
2498,97636554,559,1395,4,103,4
2499,3401723,559,1778,2,37,16
2500,5505823,559,1694,2,161,20
2501,112933699,559,1663,81,65,85
2502,15040272,559,1258,0,121,10
2503,133930246,559,1498,1,96,18
2504,97558969,559,1060,2,76,0
2505,83621454,558,1450,1,111,23
2506,14988418,558,1726,19,51,29
2507,109523284,558,1451,12,8,22
2508,92993610,558,1871,5,83,31
2509,55398194,558,1305,48,4,4
2510,53945792,558,1205,0,21,7
2511,49267088,558,1498,80,49,20
2512,60814339,558,928,2,38,17
2513,64182182,558,1222,3,10,6
2514,49379129,558,1540,6,52,8
2515,96722216,557,1718,97,19,22
2516,50750654,557,1016,21,2,4
2517,122461063,557,1096,0,24,4
2518,22425706,556,1770,1,50,16
2519,100699909,556,1073,53,58,4
2520,61861941,556,1185,21,5,4
2521,57782645,556,1387,0,1,0
2522,48849510,556,1470,2,88,20
2523,82718372,556,1151,190,9,5
2524,63105422,556,1087,0,13,10
2525,134112652,555,1401,9,93,31
2526,60957737,555,1432,203,9,18
2527,132550854,555,1228,3,38,7
2528,132240407,555,1111,221,7,27
2529,139981807,555,1184,14,67,7
2530,97924571,554,1662,21,72,25
2531,140651197,554,1179,35,17,6
2532,44093788,554,1193,0,16,3
2533,66896733,554,1707,0,96,30
2534,24654261,554,1029,0,66,18
2535,90823472,554,1762,3,129,19
2536,23769172,554,1260,0,89,14
2537,85753848,554,1370,5,87,32
2538,106239078,553,1158,8,73,25
2539,19872414,553,1513,17,65,19
2540,115798884,553,1105,23,57,5
2541,121639326,553,1134,2,68,12
2542,134200941,553,1317,2,30,11
2543,90135444,553,1251,0,47,30
2544,36135727,552,1261,75,7,2
2545,31841087,552,1385,2,41,15
2546,135012604,552,1128,24,37,39
2547,73244758,552,1166,26,0,0
2548,40329531,551,1371,1,29,8
2549,72834349,551,1311,13,58,10
2550,35099300,551,1640,15,43,96
2551,67955998,551,1170,8,26,17
2552,113360962,551,985,1,23,11
2553,83300604,550,1416,18,15,6
2554,129862703,550,1422,1,98,83
2555,36113584,550,1258,1,50,12
2556,18150397,549,1733,2,43,13
2557,8934646,549,1310,0,59,31
2558,73780361,549,1128,0,36,8
2559,99781237,549,1388,0,51,7
2560,82009033,549,1542,0,80,7
2561,46438190,548,1457,16,3,4
2562,60947053,548,1824,2,83,15
2563,131528102,547,1854,151,2,25
2564,56880110,547,860,72,0,6
2565,17421307,547,1487,1,66,11
2566,102175750,547,1462,4,41,16
2567,84483427,546,1431,21,21,15
2568,63999799,546,1565,2,34,22
2569,42136535,546,1579,7,78,29
2570,116937648,546,1409,4,108,17
2571,86347479,546,1254,84,0,2
2572,60223482,546,1388,2,15,10
2573,28549120,546,1750,88,63,24
2574,93138428,546,1071,0,8,0
2575,93618357,546,1107,0,58,24
2576,40674157,545,1681,0,16,27
2577,80892984,545,1238,6,36,5
2578,9550867,545,1178,2,49,6
2579,66201870,545,1472,2,25,24
2580,67952919,544,1126,8,28,6
2581,4808540,544,1365,17,18,15
2582,68196262,544,1495,80,0,4
2583,36416298,544,938,18,14,0
2584,95648313,544,1311,38,2,4
2585,81929696,544,1262,0,1,5
2586,44206795,543,1293,3,32,3
2587,80943561,543,2085,31,74,32
2588,51003537,543,1573,2,35,13
2589,109359671,543,1332,3,18,3
2590,80886503,542,1563,1,146,17
2591,108615516,542,1220,6,106,5
2592,60549556,542,1786,82,19,11
2593,90851264,541,1533,57,54,33
2594,71679761,541,1408,11,86,37
2595,77483762,541,1519,1,115,33
2596,65029092,541,1439,64,13,18
2597,142391834,541,1349,10,51,18
2598,34128627,541,1109,0,20,10
2599,141529449,541,1552,33,130,36
2600,85322350,541,1252,13,92,28
2601,139882643,541,1710,96,107,20
2602,17688736,541,1249,0,61,5
2603,74340565,541,1670,0,88,7
2604,34424467,540,1680,34,33,13
2605,14141952,540,1329,76,0,4
2606,95185553,540,1701,50,3,8
2607,87464807,540,1631,4,83,26
2608,46372358,540,1521,6,101,34
2609,99778749,539,1400,1,69,18
2610,125567994,539,1576,117,16,20
2611,77377613,539,1634,0,61,4
2612,61254078,539,1168,5,3,6
2613,77253471,539,1346,1,26,28
2614,72920921,538,839,84,4,2
2615,24336749,538,1054,0,51,20
2616,120343656,538,1076,1,23,19
2617,90324696,538,1526,5,41,17
2618,8033491,538,1532,25,15,8
2619,58955161,538,1480,2,1,5
2620,18204749,538,1238,1,14,15
2621,141744589,538,1438,42,49,26
2622,47012128,538,1601,4,36,5
2623,29453063,537,1116,0,43,21
2624,122794700,537,1206,0,19,18
2625,4252230,537,1516,4,131,37
2626,134297195,536,1100,0,66,27
2627,36594355,536,1062,12,8,0
2628,114189090,536,1263,0,8,21
2629,69255224,536,1326,50,72,12
2630,39260000,536,1282,1,12,6
2631,99424857,536,1680,0,75,29
2632,116634436,535,1214,24,19,8
2633,39930241,535,1450,28,55,11
2634,74022105,535,1252,3,60,33
2635,109347031,535,1381,4,31,14
2636,57071628,535,1153,0,74,16
2637,19218807,535,1319,2,12,10
2638,20458537,535,1220,12,21,18
2639,130348050,534,1830,35,109,16
2640,67833255,534,1665,2,66,11
2641,40211861,534,1823,3,1,0
2642,58771497,534,1373,1,76,21
2643,17510838,534,1367,0,17,26
2644,38345289,534,1219,3,1,7
2645,4829764,533,1035,39,6,24
2646,106504393,533,1534,0,2,9
2647,74986748,533,1162,14,57,14
2648,23501761,533,1366,0,104,12
2649,92964519,533,1041,44,1,0
2650,89819186,533,1136,1,49,29
2651,55529547,533,1389,1,56,10
2652,82478380,533,1453,87,51,11
2653,11926956,533,1319,1,122,2
2654,1535129,532,1749,123,37,25
2655,93029303,532,1217,0,100,21
2656,30258306,532,1420,5,20,5
2657,78161252,532,1482,0,56,27
2658,28189555,532,955,2,25,3
2659,59236433,532,1099,34,3,11
2660,142122487,531,684,0,7,10
2661,49372972,531,1130,17,103,14
2662,103426053,531,1109,21,15,8
2663,115302478,531,1257,0,25,0
2664,2604596,531,1226,136,3,2
2665,122161280,531,1558,3,59,9
2666,111201361,531,1160,19,34,15
2667,91063218,531,1573,3,20,29
2668,5096381,531,1136,2,83,39
2669,142366327,531,1113,3,89,14
2670,7071315,531,1182,6,11,13
2671,67915350,530,1445,3,90,15
2672,64387313,530,1115,165,99,58
2673,99608737,530,1250,1,68,18
2674,26678305,530,1122,115,9,0
2675,129957620,530,1366,4,106,30
2676,37821174,529,1277,24,10,17
2677,19961647,529,1016,19,2,3
2678,5185661,529,1260,0,37,10
2679,109277485,529,1280,31,43,27
2680,95663386,529,1201,2,23,20
2681,68910801,529,1285,2,45,6
2682,123020175,529,1128,1,21,0
2683,1473160,529,1185,0,22,15
2684,130887529,529,1263,30,17,28
2685,35194603,529,1232,3,66,18
2686,128266447,529,1124,63,12,4
2687,123053379,528,1277,3,67,23
2688,87567216,528,1423,21,24,7
2689,17026631,528,1366,39,5,4
2690,63693522,528,1302,1,43,26
2691,130105225,528,1307,223,39,11
2692,40523696,528,1769,168,132,19
2693,99861945,527,1097,31,19,12
2694,106126902,527,1410,2,39,14
2695,72085229,527,1145,0,10,1
2696,129152910,527,1301,2,13,1
2697,5343879,527,1214,62,45,24
2698,109518837,526,1482,1,41,0
2699,107508914,526,1205,13,15,14
2700,76372191,526,1562,7,24,20
2701,60432494,526,1553,17,62,7
2702,129618965,526,1119,79,52,7
2703,83773318,526,1201,5,48,11
2704,116661055,525,1287,0,50,22
2705,112991940,525,1020,11,171,9
2706,22083933,525,1267,2,1,13
2707,129799740,525,1533,0,59,38
2708,115476927,525,1129,368,20,0
2709,119628427,524,1369,1,39,15
2710,29320282,524,1473,3,32,0
2711,34939780,524,1537,6,154,57
2712,93945905,523,1394,45,42,39
2713,101954510,523,1287,0,42,12
2714,63421528,523,686,0,0,2
2715,50707276,523,1775,275,10,40
2716,138299981,523,1528,16,34,3
2717,120484940,523,1429,48,47,34
2718,128044065,523,1251,2,40,18
2719,69873186,523,1356,0,39,28
2720,4261840,522,1080,0,21,2
2721,46953857,522,1355,6,106,7
2722,39961041,522,1240,0,35,12
2723,134375754,522,1305,1,25,7
2724,98865756,522,1387,3,16,6
2725,23569993,522,1290,3,90,22
2726,104772634,522,1191,4,43,0
2727,136970561,521,1130,15,0,2
2728,3943164,521,1170,21,50,16
2729,81914689,521,1153,0,68,14
2730,18552045,521,1384,17,78,18
2731,142072325,521,1284,33,124,16
2732,27587447,521,1290,130,4,16
2733,132144807,520,1490,0,138,7
2734,82826846,519,810,0,20,10
2735,81034501,519,823,0,19,0
2736,141166480,519,1204,32,41,7
2737,107642842,518,1693,170,17,9
2738,15024343,518,1416,1,68,34
2739,97276187,518,1232,8,22,15
2740,118390819,518,1580,4,111,22
2741,141712457,518,878,0,21,6
2742,139545552,518,1492,10,64,30
2743,59911103,518,1276,0,16,12
2744,62048826,517,1404,1,36,5
2745,15821508,517,1125,79,1,0
2746,5065225,517,1524,40,39,37
2747,27985047,517,1161,61,11,5
2748,49892434,517,1062,9,19,4
2749,120738063,516,840,0,19,0
2750,88988555,516,1371,2,57,9
2751,26956126,516,1276,37,6,6
2752,88967913,515,1440,77,4,5
2753,86947766,515,1177,1,24,1
2754,11371458,515,1314,11,52,19
2755,100660281,515,1098,3,33,12
2756,72431214,515,1434,33,97,3
2757,104568145,515,1137,1,39,2
2758,115409546,515,1445,32,9,9
2759,84427683,515,1426,5,30,37
2760,11685194,515,1162,0,36,1
2761,26873143,515,1110,0,40,13
2762,32614467,514,1293,0,181,30
2763,130232254,514,1084,56,31,13
2764,19501801,514,1187,0,0,0
2765,20915701,514,1207,0,33,2
2766,112225904,513,1429,1,117,14
2767,136335709,513,1355,5,10,7
2768,31005284,513,1159,1,22,13
2769,13381123,513,1065,4,16,0
2770,107705620,513,1259,47,17,9
2771,95233036,513,2097,162,97,14
2772,22643943,513,1207,45,30,12
2773,129077923,513,1605,2,60,31
2774,116082939,512,1336,51,7,15
2775,69997064,512,1563,51,68,39
2776,87131842,512,1387,0,74,13
2777,93447066,512,1212,1,38,18
2778,18094645,512,1152,55,3,3
2779,135263255,512,1141,2,29,10
2780,25952883,512,1188,1,58,3
2781,68816517,511,858,17,12,13
2782,86289842,511,1267,0,78,7
2783,52027356,511,1391,0,17,6
2784,101101339,511,1127,2,86,7
2785,22236550,511,1295,1,30,6
2786,88836719,511,1165,136,76,14
2787,71741339,511,1437,25,33,17
2788,30867018,511,1215,0,48,15
2789,18716126,511,1220,1,40,8
2790,15865242,511,1462,1,44,20
2791,120532813,511,1428,42,31,25
2792,48182677,510,1299,0,95,74
2793,111553769,510,1344,0,93,38
2794,141931894,510,1013,8,2,6
2795,84477254,510,1657,22,81,22
2796,90759931,510,1377,47,0,10
2797,89897300,510,1075,0,11,5
2798,95507515,510,1594,2,152,26
2799,108283616,509,1350,0,73,143
2800,29234861,509,1260,1,14,6
2801,105737977,509,1324,1,72,2
2802,112083774,509,1187,3,75,9
2803,26413884,509,1007,0,6,14
2804,134230531,509,1621,21,89,21
2805,30625414,509,1339,0,15,6
2806,64244429,509,1112,0,33,5
2807,54987533,509,1442,0,171,28
2808,104588677,508,1062,17,6,7
2809,28637703,508,1179,0,17,4
2810,36287818,508,1453,7,11,10
2811,15350277,508,1371,3,64,19
2812,121976447,507,1092,0,13,1
2813,72239230,507,1032,54,10,12
2814,63246489,507,1302,2,74,12
2815,6924144,507,980,68,7,12
2816,139267543,507,1259,0,44,52
2817,23731773,507,1119,3,74,19
2818,65800700,506,1357,33,3,14
2819,117359772,506,2013,70,11,17
2820,66983676,506,1243,0,11,5
2821,56485225,506,1559,1,114,32
2822,120527330,506,1223,0,58,15
2823,83893051,506,1144,12,4,7
2824,102976052,505,1133,0,183,16
2825,133178328,505,1071,2,40,19
2826,72642726,505,2176,3,68,18
2827,57509420,505,1115,16,85,13
2828,45623941,505,1490,1,55,33
2829,19498569,504,1041,40,0,0
2830,4595356,504,1339,6,11,10
2831,106894987,504,996,8,0,1
2832,41873371,504,917,0,1,1
2833,44203896,503,1092,37,94,15
2834,110513785,503,897,1,16,4
2835,42408320,503,1254,30,1,0
2836,108726927,503,1535,68,29,6
2837,87492408,503,1312,1,23,6
2838,1001707,503,1278,1,43,9
2839,112302017,503,1228,28,64,8
2840,85590667,503,1303,0,13,6
2841,53413854,503,1377,13,12,18
2842,133854282,503,1401,71,138,52
2843,83883018,503,1208,0,44,25
2844,9711778,502,1080,0,69,51
2845,627349,502,1066,0,35,6
2846,87879859,502,1015,0,58,6
2847,43086389,502,1308,33,18,9
2848,80160053,502,1558,123,10,14
2849,42563343,502,1447,5,11,2
2850,112568846,501,1475,71,4,21
2851,82886420,501,989,1,11,7
2852,2682058,501,759,0,5,7
2853,8447815,501,1223,49,40,25
2854,48712563,500,1408,3,38,10
2855,8143723,500,1026,57,36,0
2856,62153331,500,1160,0,68,12
2857,129680783,500,1160,18,2,3
2858,60371446,499,1209,101,121,28
2859,49078245,499,1118,3,3,28
2860,139133668,499,1088,88,25,12
2861,67037465,499,1125,1,53,8
2862,98548707,499,1228,2,52,4
2863,44148158,499,1382,1,22,2
2864,32988961,499,1418,7,45,39
2865,138810986,499,1203,1,131,28
2866,103761429,499,978,0,49,15
2867,72485275,499,1703,158,58,26
2868,44920685,498,1467,5,69,15
2869,20322481,498,1158,33,0,3
2870,20143607,498,1175,2,43,3
2871,54155618,498,1230,13,27,11
2872,105364881,498,1087,71,1,6
2873,114135365,498,1148,8,8,13
2874,40439823,497,940,19,0,14
2875,15671790,497,974,1,67,21
2876,54456627,497,1194,0,95,3
2877,59016682,497,1409,42,19,14
2878,39876418,497,1167,2,30,16
2879,81569286,497,1178,1,6,10
2880,74189390,497,1177,1,19,7
2881,59057916,497,1217,53,27,15
2882,21119761,496,1353,2,24,24
2883,135704176,496,1160,6,22,4
2884,111815859,496,1236,11,3,7
2885,83844936,496,1426,0,148,14
2886,121717836,496,1129,80,6,10
2887,42596499,496,1367,7,23,11
2888,104560110,496,1365,12,14,6
2889,115888024,496,1288,0,59,11
2890,8182708,495,852,36,58,21
2891,85939693,495,1467,45,18,11
2892,25028602,495,793,5,1,2
2893,61524802,495,1287,19,1,3
2894,119707258,495,1070,1,0,13
2895,76435949,494,1288,41,24,24
2896,142152918,494,1301,18,8,2
2897,42977680,494,1255,1,73,17
2898,24773114,494,1129,2,32,9
2899,77399157,494,1199,1,16,17
2900,16721464,494,1460,42,149,99
2901,38973173,494,1162,0,24,10
2902,24861651,493,1078,43,41,33
2903,116782939,493,1253,3,26,0
2904,69784592,493,889,0,40,7
2905,68627095,493,1393,81,0,11
2906,82468751,493,1267,0,27,28
2907,4734112,492,1341,1,14,22
2908,105321705,492,1351,106,15,3
2909,19560101,492,1477,24,22,26
2910,96364205,492,1117,17,14,10
2911,22031879,492,1171,0,36,6
2912,30904698,492,1057,4,10,3
2913,85525551,492,1343,3,61,18
2914,72874817,492,1154,0,51,38
2915,87855267,492,1407,3,92,20
2916,17795033,492,1757,100,4,7
2917,109326585,492,926,8,2,4
2918,76136427,492,1144,1,14,4
2919,64158384,492,1102,1,10,21
2920,73467713,492,1159,1,55,20
2921,91852772,491,1239,4,38,13
2922,57412556,491,857,1,8,1
2923,61061469,491,1397,3,82,91
2924,84610959,491,965,23,6,4
2925,102696987,490,1054,15,8,13
2926,35254870,490,1143,10,7,10
2927,100424208,490,982,3,24,13
2928,113299928,490,1154,18,58,25
2929,53791365,490,1600,91,4,12
2930,131890646,490,1453,14,121,44
2931,129451829,490,1207,20,151,9
2932,46338408,490,1114,1,2,4
2933,86699139,489,1280,153,1,2
2934,55612331,489,1168,0,11,5
2935,34123658,489,1361,10,32,21
2936,142357865,489,1196,7,34,9
2937,139749655,489,1093,78,19,26
2938,108923111,488,1297,0,21,25
2939,31183067,488,1061,46,7,5
2940,83163209,488,1315,6,192,36
2941,84420232,488,1106,13,2,0
2942,54287784,488,1173,30,12,5
2943,98158859,488,1182,56,44,27
2944,109032631,488,1499,49,6,17
2945,139759180,488,1553,1,27,5
2946,83752120,488,1371,48,2,0
2947,132228155,488,1046,2,27,5
2948,72666008,487,910,0,76,30
2949,136423378,487,959,0,6,15
2950,78490633,487,1245,3,31,13
2951,91992860,487,1285,46,4,9
2952,50559550,487,1957,2,122,12
2953,81270790,487,891,42,99,17
2954,51275001,487,1059,0,55,0
2955,18538455,486,1098,15,79,30
2956,10751658,486,1538,8,7,11
2957,3170687,486,1168,1,72,9
2958,11583731,486,1217,5,38,19
2959,43114655,486,1245,5,45,20
2960,87904187,486,1156,23,9,16
2961,132506811,486,1090,91,2,11
2962,129999984,486,1276,59,25,5
2963,56885499,486,1415,1,98,7
2964,100014756,486,1316,2,60,13
2965,139766625,485,1214,4,38,8
2966,87612342,485,1209,11,56,26
2967,18277781,485,1281,18,32,27
2968,31224289,485,1589,98,37,48
2969,7686058,485,1048,95,85,23
2970,109040496,485,1175,110,22,5
2971,14035158,484,1199,0,86,18
2972,44247741,484,1301,0,115,11
2973,68645886,484,1334,2,144,17
2974,46563819,484,1131,16,10,10
2975,86691882,484,1130,0,33,12
2976,12404943,484,1314,4,40,10
2977,49616948,484,1426,32,41,27
2978,94602958,484,1083,0,65,4
2979,138080575,484,1343,11,66,21
2980,135745717,484,1096,2,4,6
2981,63801698,484,938,13,54,14
2982,117190540,484,1074,166,13,1
2983,98430801,483,971,0,29,31
2984,3889704,483,1148,29,54,34
2985,91450392,483,1108,4,27,7
2986,123005862,483,1299,1,0,11
2987,80522255,483,1372,91,1,8
2988,69994159,483,1151,0,30,12
2989,110164603,483,1388,32,20,11
2990,50639608,483,1008,36,1,0
2991,3263428,482,1270,0,80,7
2992,87721273,482,1199,2,44,7
2993,14335938,482,1247,127,0,0
2994,124782737,481,1280,34,28,39
2995,25072444,481,1087,18,30,9
2996,44445004,481,1028,2,7,11
2997,22157865,481,1023,0,0,0
2998,121925800,480,1271,2,112,59
2999,87083920,480,1645,41,91,23
3000,86532771,480,1207,7,4,6
3001,56720510,480,928,3,2,0
3002,138778775,480,1186,1,38,14
3003,68375070,480,1031,5,100,26
3004,139833156,480,1285,4,11,7
3005,16898091,480,1172,0,10,4
3006,116671529,480,1331,1,45,17
3007,99712177,479,1381,1,58,8
3008,77505473,479,1278,0,28,12
3009,15992933,479,1198,0,95,8
3010,103701413,479,1236,0,46,23
3011,122650600,479,946,139,20,9
3012,79412615,479,1054,84,8,16
3013,35335724,479,1359,23,20,5
3014,84502333,479,1117,2,1,3
3015,24447145,479,1238,33,2,27
3016,119897892,478,1252,5,36,16
3017,83411510,478,914,5,9,1
3018,116824384,478,1588,35,71,36
3019,81515255,478,1670,2,120,10
3020,100329603,478,1267,3,15,7
3021,38252266,478,1106,18,19,16
3022,36867812,478,1448,60,18,24
3023,113377196,478,1358,1,7,5
3024,24984550,477,1239,11,0,8
3025,124244465,477,1269,139,3,3
3026,130627239,477,1263,32,63,26
3027,10624647,477,1377,0,0,5
3028,107733498,477,1040,0,40,14
3029,105218865,477,1123,2,56,11
3030,72732437,477,1106,3,18,5
3031,121928205,477,1346,90,63,52
3032,77223060,476,1229,73,21,12
3033,19844561,476,1184,3,87,11
3034,34508034,476,1198,48,8,6
3035,141467200,476,1180,45,5,15
3036,120403020,476,1503,31,22,14
3037,60420048,475,1523,118,2,14
3038,130053469,475,1226,1,75,34
3039,141548523,475,1142,28,1,4
3040,47143734,474,1048,39,12,21
3041,71147526,474,1223,72,39,11
3042,127107167,474,1140,20,15,6
3043,74162246,474,1274,8,3,10
3044,133461751,474,1182,2,36,0
3045,99680770,474,1443,68,46,19
3046,99548802,473,877,14,82,26
3047,83346092,473,1070,0,17,9
3048,106105995,473,1029,0,64,33
3049,11571473,473,1295,88,47,17
3050,19860842,472,1270,42,20,10
3051,88260072,472,1273,12,137,13
3052,67646195,472,1266,2,19,10
3053,131386040,472,1237,17,27,11
3054,81135167,472,1285,1,111,13
3055,2474180,472,1087,27,21,8
3056,17007443,472,1141,13,8,2
3057,80965407,472,1530,1,60,24
3058,19381333,472,1415,0,92,46
3059,16351631,472,870,5,171,23
3060,140351953,472,1050,3,19,6
3061,115292190,472,1219,81,18,16
3062,25867068,472,1127,62,72,17
3063,75536562,471,934,36,16,15
3064,108101748,471,1319,2,166,25
3065,84538786,470,1264,121,19,10
3066,140968041,470,1406,10,13,11
3067,77891491,470,1178,1,31,17
3068,679422,470,1409,9,27,2
3069,10207907,469,1272,15,87,12
3070,141895354,469,1193,0,21,22
3071,78500032,469,1179,6,31,1
3072,29579872,469,1329,66,4,15
3073,1472133,469,817,0,33,1
3074,32654397,469,1281,72,5,4
3075,31506265,469,1240,4,110,22
3076,89333606,469,1196,0,39,8
3077,40222003,469,874,2,9,8
3078,89304414,469,836,1,68,5
3079,58867936,468,1113,0,48,24
3080,14972188,468,1110,3,5,17
3081,130161152,468,1344,1,67,6
3082,36577224,468,1704,40,9,16
3083,70570211,468,796,1,14,3
3084,82865098,468,1033,1,46,14
3085,36403590,468,1036,12,7,14
3086,76798383,468,1064,80,2,7
3087,124885311,467,1142,24,0,5
3088,91304394,467,1082,9,19,14
3089,35391440,467,1178,2,13,6
3090,18102472,467,1068,0,32,11
3091,74904730,467,1243,0,50,21
3092,54460794,467,1196,5,153,23
3093,111083622,467,1370,76,27,10
3094,49886033,467,1463,142,15,28
3095,103541652,467,935,2,29,7
3096,16864147,467,926,51,15,21
3097,78109343,467,1202,0,72,31
3098,36034193,466,1144,0,50,3
3099,129500471,466,897,181,1,0
3100,82619526,466,1000,8,0,0
3101,120161973,466,1063,0,38,7
3102,130496816,466,1535,6,151,95
3103,88582962,466,1171,0,55,6
3104,31338178,466,1430,8,4,10
3105,19164979,465,1708,39,24,8
3106,101028248,465,1014,1,2,3
3107,20947444,465,1244,1,48,19
3108,102197653,465,1170,3,0,13
3109,141343296,465,1177,62,22,27
3110,39670075,465,886,2,13,10
3111,105143440,465,1407,30,125,25
3112,137567393,464,937,0,11,3
3113,137955231,464,1257,82,12,4
3114,110388596,464,1149,2,10,7
3115,118967192,464,1534,55,62,13
3116,97481341,464,869,1,32,35
3117,25119212,464,1589,30,48,13
3118,17062584,464,1324,7,117,35
3119,100576625,464,1175,47,41,38
3120,57484936,464,1038,10,0,1
3121,75023723,464,1216,22,16,20
3122,67275977,464,1525,16,158,51
3123,12000507,463,1135,6,136,47
3124,57296514,463,1067,34,64,2
3125,124639503,463,799,1,23,10
3126,120182336,463,1269,54,23,18
3127,62999613,463,1412,27,59,27
3128,91417419,463,1096,68,37,15
3129,114197535,462,1114,1,25,4
3130,22804811,462,1103,0,108,29
3131,94634280,462,1119,2,58,13
3132,126859000,461,1133,10,2,17
3133,115454693,461,1766,8,24,3
3134,69667551,461,1061,0,6,4
3135,20263375,461,1340,73,11,8
3136,10710762,461,897,37,13,20
3137,102287533,461,870,80,27,6
3138,133427880,461,1240,5,1,59
3139,109819359,461,1333,35,0,11
3140,58077011,461,843,23,47,4
3141,62245296,460,1013,0,21,6
3142,94101029,460,1239,19,4,12
3143,117058802,460,1311,10,1,8
3144,55005684,460,1383,7,28,6
3145,103464835,460,1286,62,32,8
3146,32400706,460,1357,2,6,12
3147,71806663,459,1027,1,2,7
3148,8779015,459,994,31,1,1
3149,33543261,459,1356,2,14,7
3150,84913654,459,876,3,4,6
3151,132847169,459,1109,7,32,14
3152,28627896,459,1340,1,61,5
3153,124717738,458,1199,3,4,12
3154,61849905,458,1277,1,46,47
3155,124792007,458,1075,27,0,8
3156,132331558,458,982,16,92,18
3157,75695028,458,1364,1,39,15
3158,66052986,458,1466,73,3,15
3159,58079144,458,1530,0,53,18
3160,126382145,458,1407,29,7,5
3161,91311993,457,818,0,4,1
3162,5346838,457,1011,4,61,15
3163,61262074,457,1357,17,69,6
3164,38185051,457,799,0,50,8
3165,121811506,456,902,2,27,2
3166,118911942,456,1306,2,57,39
3167,77284635,456,820,4,15,10
3168,97581512,456,1013,2,17,7
3169,112217257,456,645,10,4,6
3170,9670219,456,1032,1,14,6
3171,87196325,456,738,20,4,2
3172,48588889,456,957,3,29,12
3173,44163312,456,1087,62,21,3
3174,10756625,455,1188,149,1,15
3175,104303378,455,1346,0,104,42
3176,103920005,455,1003,0,58,10
3177,20362789,455,1153,10,6,2
3178,3498609,455,1179,23,7,13
3179,108222861,455,1196,31,34,18
3180,57218721,455,1005,1,39,8
3181,116006674,455,1284,15,7,13
3182,65215006,454,1190,3,4,11
3183,126151021,454,948,17,181,6
3184,107842938,454,1129,37,5,9
3185,134882084,454,915,4,38,9
3186,36215529,454,1170,2,74,12
3187,59401882,453,1175,0,130,11
3188,49481197,453,1023,14,4,6
3189,89747391,453,1231,5,21,4
3190,21008348,453,1761,21,53,20
